,Product,Origin,Destination,Helper,pairLength,statOrigin_ADFStatistic,statOrigin_ADFp_value,statOrigin_ADFisStationary,statOrigin_ADFn_lags,statOrigin_PPp_value,statOrigin_PPn_lags,statOrigin_PPisStationary,statOrigin_PPdiff_p_value,statOrigin_PPdiff_p_lags,statOrigin_PP_diff_isStationary,statOrigin_KPSSstatistic,statOrigin_KPSSp_value,statOrigin_KPSSn_lags,statOrigin_KPSSisStationary,statOrigin_KPSSdiff_statistic,statOrigin_KPSSdiff_p_value,statOrigin_KPSSdiff_lags,statOrigin_KPSS_diff_isStationary,statDest_ADFStatistic,statDest_ADFp_value,statDest_ADFisStationary,statDest_ADFn_lags,statDest_PPp_value,statDest_PPn_lags,statDest_PPisStationary,statDest_PPdiff_p_value,statDest_PPdiff_p_lags,statDest_PP_diff_isStationary,statDest_KPSSstatistic,statDest_KPSSp_value,statDest_KPSSn_lags,statDest_KPSSisStationary,statDest_KPSSdiff_statistic,statDest_KPSSdiff_p_value,statDest_KPSSdiff_lags,statDest_KPSS_diff_isStationary,vecmEligible,EngleGranger_tStat,EngleGranger_pValue,EngleGranger_critValues,EngleGranger_results,johan_CointTraceRank,johan_CointMaxEigRank,vecm_lagOrder,vecm_deterministicConfig,vecm_alphaOrigin,vecm_alphaOrigin_pvalue,vecm_alphaDest,vecm_alphaDest_pvalue,vecm_cointegrationConstant,vecm_cointegrationConstant_pvalue,vecm_errorCorrectionTermB1,vecm_errorCorrectionTermB1_pvalue,vecm_errorCorrectionTermB2,vecm_errorCorrectionTermB2_pvalue,vecm_vecmLength,vecm_A_rSquared,vecm_B_rSquared,vecm_test_whiteness_pvalue,vecm_test_normality_pvalue,vecm_OriginGrangerCausesDest,vecm_OriginGrangerCausesDest_testStatistic,vecm_OriginGrangerCausesDest_critValue,vecm_OriginGrangerCausesDest_method,originLnPriceAvg,destLnPriceAvg,Errors
0,Green Grams,Eldoret,Meru,Green GramsEldoretMeru,61,-2.966155601294278,0.03817821226960691,Reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data DOES NOT have a unit root and is stationary,0,0.5438414486849865,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,2.208551133997396e-19,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.2708433808339156,0.01,4,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.02683509702649155,0.1,2,Fail to reject H0. Interpet: the data is stationary around a trend,-1.6868682609676229,0.43789072745344787,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.6771963318168372,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,4.618459583488655e-11,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.2881767711057534,0.01,4,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.04521910977317788,0.1,2,Fail to reject H0. Interpet: the data is stationary around a trend,True,-2.0281511322773897,0.2259607024682499,"[nan, nan, nan]",Not Cointegrated,0,0,1,(ci) constant in cointegration equation,-0.30692010632351946,0.0006586467216065373,0.07097928963102572,0.6944570893832154,-5.216235291950358,0.0,1.0,0.0,-0.2687818409867086,0.004779899439371071,59,0.6647957767875897,0.8143237582363774,0.4504920521516833,3.608683902831813e-19,0.9092670734856111,0.09520517029159453,3.0854650325704727,F,6.9304594684183165,6.365745740878254,[]
0,Green Grams,Eldoret,Nakuru,Green GramsEldoretNakuru,99,-2.5594069426853623,0.10168056295787364,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.38760385084724847,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.3453476520788386e-23,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.29898419239639923,0.01,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.018095998026318373,0.1,0,Fail to reject H0. Interpet: the data is stationary around a trend,-3.443851307303808,0.009551781654902641,Reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data DOES NOT have a unit root and is stationary,0,0.3823650429237614,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,4.958982578710194e-25,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.15093441845202496,0.045887984623312526,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.07911847416221407,0.1,6,Fail to reject H0. Interpet: the data is stationary around a trend,True,-4.607984726293479,9.867922889995797e-05,"[nan, nan, nan]",Cointegrated,2,0,1,(ci) constant in cointegration equation,-0.13222834778743536,0.004830621100528898,0.26823567309687957,0.017257419735769775,-1.7078002414993725,0.18415284920884734,1.0,0.0,-0.7827099738883678,3.986182459847498e-05,97,0.8232300849638956,0.5343363445339835,0.7617360773190209,1.5906708066139467e-22,0.5355112477446571,0.6267297665265912,3.0467207991655383,F,6.9888088058150855,6.741422818369721,[]
0,Green Grams,Eldoret,Kisumu,Green GramsEldoretKisumu,94,-2.489019282714367,0.11816896325606402,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.38094987581903494,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,5.181028391986908e-23,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.252253413970531,0.01,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.01929791029167204,0.1,0,Fail to reject H0. Interpet: the data is stationary around a trend,-1.448342551568522,0.5588934387912042,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,2,0.5825346083863592,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.286413453020277e-21,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.31605870964714716,0.01,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.12833500535114384,0.08271295305343733,10,Fail to reject H0. Interpet: the data is stationary around a trend,True,-2.5975991933263516,0.07377256003784773,"[nan, nan, nan]",Cointegrated,1,1,1,(ci) constant in cointegration equation,-0.27647151077792975,0.00021275943561693822,0.17992843263164887,0.1478070162667522,-4.217525874245255,0.0,0.9999999999999999,0.0,-0.41370447201378896,6.078382241980762e-11,92,0.8332059292444555,0.8996874328945705,0.16787965865247007,0.06457908312057684,0.6761061371221073,0.3923185187609547,3.0497921314802525,F,6.989381446783969,6.691449565104744,[]
0,Green Grams,Gulu,Lira,Green GramsGuluLira,69,-4.677045832877936,9.291722295686872e-05,Reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data DOES NOT have a unit root and is stationary,2,0.7240743958814195,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.6697047780591603e-13,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.03444584692189987,0.1,4,Fail to reject H0. Interpet: the data is stationary around a trend,0.028007474203812336,0.1,1,Fail to reject H0. Interpet: the data is stationary around a trend,-2.929638113067291,0.042008451444048876,Reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data DOES NOT have a unit root and is stationary,1,0.69136464079483,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,5.854122963228192e-08,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.0704925808958042,0.1,4,Fail to reject H0. Interpet: the data is stationary around a trend,0.04349187521123644,0.1,2,Fail to reject H0. Interpet: the data is stationary around a trend,True,-2.597429773590957,0.07380103479279068,"[nan, nan, nan]",Cointegrated,2,2,2,(ci) constant in cointegration equation,-0.3595470009512671,0.0001067855751468727,-0.29608593146102125,0.0008696218808941225,-7.198447444567671,0.0,1.0,0.0,0.16537260949954913,0.23115677050384642,66,0.5961107575430176,0.8039923803538921,0.6584689884755841,0.0006748380343246375,0.2874473930620595,1.2721645812828992,2.6856434512366034,F,6.1842725980965865,6.133540979740771,[]
0,Green Grams,Kisumu,Nakuru,Green GramsKisumuNakuru,93,-1.4394044036148017,0.5632462559837674,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,2,0.5872470360775344,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.757307267856972e-21,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.30754761860188945,0.01,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.13174164291979365,0.07640436496334509,10,Fail to reject H0. Interpet: the data is stationary around a trend,-2.303527094363691,0.1708329367245755,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,1,0.3923298550307082,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.3860521077029792e-26,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.14195723464511825,0.05748660250904026,5,Fail to reject H0. Interpet: the data is stationary around a trend,0.0571747098974771,0.1,3,Fail to reject H0. Interpet: the data is stationary around a trend,True,-1.674946904645154,0.378668399935884,"[nan, nan, nan]",Not Cointegrated,0,0,4,(ci) constant in cointegration equation,0.01585974043012403,0.5912690219681604,0.12321494315592985,0.004035218907446181,11.822809990317245,0.010012043623738531,0.9999999999999999,0.0,-2.7490817766979747,5.4173186272432616e-05,88,0.9201035377908451,0.6105179479957712,0.9810855804167139,1.1450257786316412e-08,0.07483886443828397,2.0508236541050713,2.2753185712853723,F,6.690979752879454,6.740834394418366,[]
0,Green Grams,Kisumu,Eldoret,Green GramsKisumuEldoret,94,-1.448342551568522,0.5588934387912042,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,2,0.5825346083863592,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.286413453020277e-21,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.31605870964714716,0.01,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.12833500535114384,0.08271295305343733,10,Fail to reject H0. Interpet: the data is stationary around a trend,-2.489019282714367,0.11816896325606402,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.38094987581903494,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,5.181028391986908e-23,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.252253413970531,0.01,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.01929791029167204,0.1,0,Fail to reject H0. Interpet: the data is stationary around a trend,True,-2.5965216962428084,0.0739538054247202,"[nan, nan, nan]",Cointegrated,1,1,1,(ci) constant in cointegration equation,-0.07443719722203733,0.1478070162672731,0.11437750039313514,0.00021275943561915867,10.194537790991301,1.2444871091421561e-05,1.0,0.0,-2.417184409761166,4.438671652451376e-13,92,0.8996874328945684,0.8332059292444607,0.16787965865240181,0.006875546337688663,0.25133847328525427,1.3923686159585216,3.0497921314802525,F,6.691449565104744,6.989381446783969,[]
0,Green Grams,Kisumu,Nairobi,Green GramsKisumuNairobi,91,-1.417273002034469,0.5739677849598744,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,2,0.5827461901991111,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.5437434273119816e-21,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.3035280339869124,0.01,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.13085082273009,0.07805403198131482,10,Fail to reject H0. Interpet: the data is stationary around a trend,-2.051317144837965,0.2645350786589762,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.5834259318168167,12,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.656067980751917e-18,12,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.20169718836354958,0.015363554363668907,5,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.07056674939869276,0.1,6,Fail to reject H0. Interpet: the data is stationary around a trend,True,-3.208597567452033,0.015018194566171665,"[nan, nan, nan]",Cointegrated,0,0,1,(ci) constant in cointegration equation,,,,,,,,,,,,,,,,,,,,,,"[""VECM<class 'PermissionError'>""]"
0,Green Grams,Lira,Soroti,Green GramsLiraSoroti,56,-2.322909219258418,0.1646857038194442,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,1,0.7778636720378758,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,2.2854777042381786e-07,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.1476414934598351,0.048632088783470744,4,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.040958144427708204,0.1,1,Fail to reject H0. Interpet: the data is stationary around a trend,-1.9826741779093395,0.29422115384908787,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.7374072419196654,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,4.74642426064316e-15,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.11685618362118592,0.1,4,Fail to reject H0. Interpet: the data is stationary around a trend,0.060696304703649576,0.1,4,Fail to reject H0. Interpet: the data is stationary around a trend,True,-4.349417768016016,0.00028459461620640295,"[nan, nan, nan]",Cointegrated,1,0,2,(ci) constant in cointegration equation,-0.2495987208311934,0.07823252893677135,0.37577486659871845,0.0056448753750537595,0.041720228674050765,0.9624788795250288,1.0,0.0,-1.0077602162507588,3.099964729358362e-12,53,0.8205265670629448,0.7889708643879176,0.7015567975625723,4.641654508749182e-08,7.211340084625657e-05,8.213984611608511,2.7106467710825624,F,6.158791141128184,6.149558326900076,[]
0,Green Grams,Lira,Gulu,Green GramsLiraGulu,69,-2.929638113067291,0.042008451444048876,Reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data DOES NOT have a unit root and is stationary,1,0.69136464079483,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,5.854122963228192e-08,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.0704925808958042,0.1,4,Fail to reject H0. Interpet: the data is stationary around a trend,0.04349187521123644,0.1,2,Fail to reject H0. Interpet: the data is stationary around a trend,-4.677045832877936,9.291722295686872e-05,Reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data DOES NOT have a unit root and is stationary,2,0.7240743958814195,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.6697047780591603e-13,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.03444584692189987,0.1,4,Fail to reject H0. Interpet: the data is stationary around a trend,0.028007474203812336,0.1,1,Fail to reject H0. Interpet: the data is stationary around a trend,True,-2.59734642158841,0.07381504713754887,"[nan, nan, nan]",Cointegrated,2,2,2,(ci) constant in cointegration equation,-0.048964503121880096,0.0008696218808976752,-0.05945922578510407,0.00010678557514820497,-43.52865608361366,7.94742001097859e-08,1.0,0.0,6.046950598555909,3.984854743732669e-06,66,0.8039923803539074,0.5961107575429863,0.6584689884756363,0.000930621602169522,0.44492771289122424,0.8975014700526076,2.6856434512366034,F,6.133540979740771,6.1842725980965865,[]
0,Green Grams,Machakos,Meru,Green GramsMachakosMeru,51,-1.037875486237142,0.7392007326376756,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.7489470865084813,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,3.59566627870861e-09,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.2643602256018598,0.01,4,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.03750451685617983,0.1,3,Fail to reject H0. Interpet: the data is stationary around a trend,-1.3088414316542643,0.6251177029825821,Failed to reject H0. H0 = the data has a unit root and is non-stationary. Interpet: the data has a unit root and is non-stationary,0,0.7349582578392835,11,Fail to reject H0. H0 = The process contains a unit root.. Interpet: the data has a unit root and is non-stationary,1.0324353638906597e-09,11,Reject H0.  H0 = The process contains a unit root.. Interpret: accept the H1. H1 = The process is weakly stationary.,0.267416478690856,0.01,4,Reject H0. Interpret: accept the H1. H1 = Presence of unit root and is non-stationary,0.046883506575158315,0.1,3,Fail to reject H0. Interpet: the data is stationary around a trend,True,-3.3289250693759107,0.010483944508196057,"[nan, nan, nan]",Cointegrated,1,1,1,(ci) constant in cointegration equation,-0.3217519543200375,0.0006494480902805577,0.09965448441158278,0.2939570128414901,1.952881550376393,0.07980278297125576,1.0,0.0,-1.3493759633382427,1.6431300764452317e-14,49,0.8814257353071437,0.8115233997580042,0.4170375303006928,1.0796601712239038e-09,0.6707240398546287,0.40134917162683403,3.1078913015372693,F,6.616690440140089,6.354367915580433,[]
